CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Longitude,Latitude,Premise,Total Incidents
1/9/2020,22:44:00,03,3688 N BALTIMORE ST,ASSAULT,KNIFE,834,NORTHEASTERN,Belair-Edison,-76.468328,39.307753,ALLEY,1
6/23/2020,06:02:00,03,8346 N BALTIMORE ST,ROBBERY,NONE,443,NORTHEASTERN,Pen Lucy,-76.334099,39.322147,STORE,1
6/23/2019,19:14:00,08,7586 N BALTIMORE ST,SHOOTING,HANDS,507,NORTHEASTERN,Brooklyn,-76.329072,39.228786,ALLEY,1
11/1/2019,20:10:00,02,6911 N BALTIMORE ST,ROBBERY,NONE,405,NORTHERN,Belair-Edison,-76.486564,39.382436,ALLEY,1
4/4/2023,00:16:00,04,8967 N BALTIMORE ST,BURGLARY,FIREARM,734,CENTRAL,Morrell Park,-76.48387,39.248661,STREET,1
2/14/2020,15:00:00,09,1015 N BALTIMORE ST,AUTO THEFT,NONE,670,NORTHERN,Waverly,-76.334561,39.490652,STORE,1
1/13/2022,07:44:00,07,2606 N BALTIMORE ST,ROBBERY,NONE,470,EASTERN,Homeland,-76.491499,39.290959,HOUSE,1
5/21/2021,01:28:00,07,6514 N BALTIMORE ST,COMMON ASSAULT,HANDS,719,NORTHERN,Charles Village,-76.368937,39.415184,STORE,1
11/20/2021,12:10:00,08,3209 N BALTIMORE ST,ASSAULT,KNIFE,494,NORTHEASTERN,Pimlico,-76.559593,39.464619,STREET,1
5/7/2020,13:42:00,03,5728 N BALTIMORE ST,HOMICIDE,HANDS,372,SOUTHERN,Upton,-76.397948,39.230424,STREET,1
10/22/2022,19:06:00,07,2516 N BALTIMORE ST,COMMON ASSAULT,HANDS,828,CENTRAL,Berea,-76.574609,39.380236,STORE,1
9/11/2020,07:56:00,03,4715 N BALTIMORE ST,SHOOTING,KNIFE,474,NORTHWESTERN,Pigtown,-76.399987,39.309401,ALLEY,1
4/27/2021,01:51:00,04,1370 N BALTIMORE ST,ROBBERY,HANDS,784,NORTHWESTERN,Curtis Bay,-76.441299,39.3217,HOUSE,1
8/25/2021,23:24:00,05,8281 N BALTIMORE ST,AUTO THEFT,NONE,511,SOUTHERN,Guilford,-76.423952,39.468474,HOUSE,1
4/12/2021,07:27:00,06,9345 N BALTIMORE ST,SHOOTING,HANDS,502,NORTHERN,Guilford,-76.484002,39.41844,STORE,1
4/9/2022,04:05:00,03,5723 N BALTIMORE ST,BURGLARY,HANDS,122,NORTHEASTERN,Waverly,-76.439354,39.472478,HOUSE,1
5/17/2023,02:52:00,06,3137 N BALTIMORE ST,AGG. ASSAULT,KNIFE,430,NORTHERN,Hampden,-76.364042,39.311365,STORE,1
3/4/2022,07:00:00,08,4624 N BALTIMORE ST,ASSAULT,KNIFE,476,SOUTHERN,Govans,-76.366924,39.37655,STREET,1
2/27/2022,09:03:00,05,9020 N BALTIMORE ST,COMMON ASSAULT,KNIFE,261,NORTHWESTERN,Pigtown,-76.317712,39.444973,HOUSE,1
4/23/2021,01:28:00,07,3704 N BALTIMORE ST,SHOOTING,KNIFE,206,SOUTHERN,Charles Village,-76.311685,39.404201,STREET,1
8/17/2019,11:58:00,03,2427 N BALTIMORE ST,ROBBERY,FIREARM,477,WESTERN,Sandtown-Winchester,-76.381033,39.33399,HOUSE,1
6/27/2020,21:17:00,03,7193 N BALTIMORE ST,HOMICIDE,NONE,365,NORTHWESTERN,Park Heights,-76.519882,39.404083,STORE,1
4/21/2022,05:55:00,01,8767 N BALTIMORE ST,AGG. ASSAULT,HANDS,859,NORTHEASTERN,Harlem Park,-76.353893,39.266769,STORE,1
10/14/2020,12:43:00,06,6763 N BALTIMORE ST,COMMON ASSAULT,KNIFE,579,EASTERN,Johnston Square,-76.598978,39.283597,STREET,1
11/23/2019,11:52:00,03,7297 N BALTIMORE ST,HOMICIDE,FIREARM,125,NORTHERN,Clifton Park,-76.321729,39.310246,STREET,1
8/28/2020,21:11:00,03,1176 N BALTIMORE ST,BURGLARY,KNIFE,427,NORTHEASTERN,Harlem Park,-76.461066,39.454005,ALLEY,1
10/10/2019,07:36:00,02,3665 N BALTIMORE ST,AGG. ASSAULT,FIREARM,606,EASTERN,Druid Heights,-76.301964,39.47253,ALLEY,1
10/12/2022,11:45:00,03,8588 N BALTIMORE ST,AGG. ASSAULT,KNIFE,838,NORTHWESTERN,Druid Heights,-76.591963,39.393463,STORE,1
3/24/2021,11:39:00,06,3593 N BALTIMORE ST,COMMON ASSAULT,KNIFE,273,NORTHWESTERN,Waverly,-76.554767,39.407968,STORE,1
4/17/2023,19:38:00,03,123 N BALTIMORE ST,BURGLARY,HANDS,585,CENTRAL,Curtis Bay,-76.392643,39.448492,ALLEY,1
3/8/2020,13:27:00,02,8411 N BALTIMORE ST,AUTO THEFT,FIREARM,580,SOUTHERN,Waverly,-76.480871,39.472219,STORE,1
7/20/2020,15:50:00,02,8384 N BALTIMORE ST,ASSAULT,KNIFE,490,WESTERN,Harlem Park,-76.588428,39.204248,STREET,1
6/21/2019,17:14:00,09,9278 N BALTIMORE ST,ASSAULT,FIREARM,604,EASTERN,Belair-Edison,-76.400134,39.452544,STORE,1
9/28/2021,08:49:00,07,7939 N BALTIMORE ST,COMMON ASSAULT,HANDS,553,CENTRAL,Hampden,-76.373875,39.239307,ALLEY,1
3/6/2020,22:32:00,01,1838 N BALTIMORE ST,BURGLARY,HANDS,257,CENTRAL,Brooklyn,-76.496168,39.497117,ALLEY,1
3/24/2020,11:25:00,01,6277 N BALTIMORE ST,ASSAULT,HANDS,316,NORTHERN,Pen Lucy,-76.488523,39.214793,STORE,1
4/3/2022,20:07:00,09,1008 N BALTIMORE ST,BURGLARY,NONE,800,NORTHERN,Curtis Bay,-76.362105,39.282734,ALLEY,1
4/28/2021,17:19:00,02,9302 N BALTIMORE ST,AUTO THEFT,KNIFE,113,EASTERN,Sandtown-Winchester,-76.333456,39.221521,STORE,1
9/26/2019,09:42:00,07,3855 N BALTIMORE ST,SHOOTING,HANDS,495,EASTERN,Cherry Hill,-76.581023,39.419149,STORE,1
5/19/2021,02:51:00,03,1202 N BALTIMORE ST,AUTO THEFT,FIREARM,538,SOUTHERN,Harlem Park,-76.306794,39.2803,STREET,1
6/14/2021,08:01:00,02,9540 N BALTIMORE ST,AGG. ASSAULT,KNIFE,705,NORTHERN,Morrell Park,-76.503688,39.364137,HOUSE,1
8/26/2019,00:51:00,03,397 N BALTIMORE ST,BURGLARY,KNIFE,545,NORTHWESTERN,Waverly,-76.307082,39.399999,STREET,1
2/5/2022,23:42:00,02,2552 N BALTIMORE ST,BURGLARY,FIREARM,306,NORTHERN,Irvington,-76.428528,39.425569,STORE,1
8/18/2022,18:41:00,08,6751 N BALTIMORE ST,LARCENY,NONE,320,WESTERN,Roland Park,-76.577742,39.327909,STORE,1
3/5/2023,14:41:00,07,563 N BALTIMORE ST,SHOOTING,HANDS,812,NORTHEASTERN,Curtis Bay,-76.426967,39.359125,STORE,1
6/8/2022,20:59:00,04,9466 N BALTIMORE ST,BURGLARY,KNIFE,218,WESTERN,Clifton Park,-76.419215,39.38899,STORE,1
1/17/2020,21:46:00,06,3076 N BALTIMORE ST,COMMON ASSAULT,FIREARM,248,SOUTHERN,Park Heights,-76.586296,39.236315,STREET,1
6/16/2019,12:17:00,05,9324 N BALTIMORE ST,SHOOTING,HANDS,591,NORTHERN,Pimlico,-76.597934,39.214982,ALLEY,1
7/10/2022,09:34:00,07,8233 N BALTIMORE ST,AGG. ASSAULT,HANDS,686,WESTERN,Greenmount West,-76.465652,39.335042,HOUSE,1
4/13/2022,11:27:00,01,4309 N BALTIMORE ST,AUTO THEFT,FIREARM,123,NORTHEASTERN,Roland Park,-76.477988,39.305901,ALLEY,1
10/24/2019,12:17:00,07,3155 N BALTIMORE ST,SHOOTING,NONE,180,NORTHWESTERN,Oliver,-76.567027,39.390497,HOUSE,1
4/11/2022,06:03:00,06,9824 N BALTIMORE ST,SHOOTING,FIREARM,283,WESTERN,Belair-Edison,-76.489598,39.233037,ALLEY,1
7/10/2020,07:05:00,06,4851 N BALTIMORE ST,HOMICIDE,HANDS,726,EASTERN,Johnston Square,-76.481959,39.476781,STORE,1
5/11/2020,08:55:00,05,3727 N BALTIMORE ST,BURGLARY,HANDS,174,EASTERN,Eastwood,-76.362488,39.291606,STREET,1
10/8/2023,19:15:00,05,4618 N BALTIMORE ST,SHOOTING,HANDS,331,WESTERN,Govans,-76.427524,39.280892,STORE,1
11/27/2023,21:44:00,09,2907 N BALTIMORE ST,ASSAULT,KNIFE,148,NORTHEASTERN,Pigtown,-76.422004,39.350151,ALLEY,1
12/7/2022,18:42:00,09,8658 N BALTIMORE ST,BURGLARY,FIREARM,355,CENTRAL,Irvington,-76.552692,39.490201,STORE,1
2/28/2020,15:48:00,01,7946 N BALTIMORE ST,AUTO THEFT,HANDS,631,NORTHEASTERN,Belair-Edison,-76.495676,39.28612,STORE,1
10/5/2022,04:02:00,04,266 N BALTIMORE ST,LARCENY,HANDS,384,SOUTHERN,Pimlico,-76.429995,39.454477,STORE,1
12/20/2020,07:36:00,01,548 N BALTIMORE ST,ASSAULT,HANDS,209,NORTHEASTERN,Hampden,-76.559092,39.23444,STORE,1
6/17/2022,22:38:00,07,3218 N BALTIMORE ST,AUTO THEFT,HANDS,743,NORTHERN,Park Heights,-76.396738,39.341406,STREET,1
10/20/2019,06:04:00,05,6006 N BALTIMORE ST,HOMICIDE,HANDS,293,EASTERN,Berea,-76.522188,39.298177,STORE,1
4/18/2019,17:23:00,01,3453 N BALTIMORE ST,BURGLARY,KNIFE,295,NORTHEASTERN,Curtis Bay,-76.351356,39.247271,ALLEY,1
4/10/2020,14:18:00,03,4443 N BALTIMORE ST,AGG. ASSAULT,KNIFE,771,NORTHERN,Harlem Park,-76.567666,39.290377,STORE,1
9/24/2022,22:43:00,07,8951 N BALTIMORE ST,LARCENY,FIREARM,665,WESTERN,Pen Lucy,-76.362559,39.496573,HOUSE,1
10/28/2020,08:24:00,01,2606 N BALTIMORE ST,ROBBERY,NONE,548,CENTRAL,Pen Lucy,-76.333219,39.219323,HOUSE,1
4/27/2021,10:03:00,03,3841 N BALTIMORE ST,HOMICIDE,HANDS,148,NORTHEASTERN,Brooklyn,-76.550989,39.44452,HOUSE,1
3/15/2021,10:46:00,03,3359 N BALTIMORE ST,COMMON ASSAULT,KNIFE,632,EASTERN,Greenmount West,-76.301795,39.387083,ALLEY,1
3/11/2019,12:36:00,02,3631 N BALTIMORE ST,COMMON ASSAULT,FIREARM,335,NORTHWESTERN,Sandtown-Winchester,-76.59341,39.259181,STORE,1
12/23/2019,03:42:00,07,7575 N BALTIMORE ST,AUTO THEFT,FIREARM,548,EASTERN,Johnston Square,-76.343229,39.242598,STORE,1
6/8/2021,23:03:00,03,4654 N BALTIMORE ST,AUTO THEFT,KNIFE,157,WESTERN,Irvington,-76.576527,39.471053,ALLEY,1
5/27/2023,15:10:00,04,575 N BALTIMORE ST,COMMON ASSAULT,HANDS,833,WESTERN,Guilford,-76.32463,39.437721,STREET,1
8/3/2021,18:51:00,01,1588 N BALTIMORE ST,SHOOTING,KNIFE,267,WESTERN,Belair-Edison,-76.401425,39.239721,STREET,1
8/27/2019,23:26:00,05,9053 N BALTIMORE ST,SHOOTING,FIREARM,587,SOUTHERN,Roland Park,-76.407342,39.407295,HOUSE,1
2/20/2022,19:59:00,03,4420 N BALTIMORE ST,LARCENY,NONE,468,SOUTHERN,Homeland,-76.408054,39.268217,STORE,1
11/5/2022,10:32:00,02,3047 N BALTIMORE ST,ASSAULT,HANDS,713,NORTHERN,Belair-Edison,-76.587969,39.486736,HOUSE,1
5/23/2023,08:58:00,09,2515 N BALTIMORE ST,COMMON ASSAULT,NONE,355,EASTERN,Govans,-76.41184,39.335411,STREET,1
3/3/2019,02:03:00,02,8798 N BALTIMORE ST,SHOOTING,FIREARM,341,NORTHWESTERN,Waverly,-76.390933,39.494756,STORE,1
1/22/2023,02:29:00,01,8041 N BALTIMORE ST,BURGLARY,FIREARM,744,CENTRAL,Waverly,-76.32024,39.379479,HOUSE,1
10/9/2023,22:22:00,03,9900 N BALTIMORE ST,AUTO THEFT,FIREARM,605,WESTERN,Druid Heights,-76.569393,39.252651,STORE,1
4/8/2021,17:29:00,03,2779 N BALTIMORE ST,LARCENY,HANDS,396,CENTRAL,Govans,-76.555104,39.233896,ALLEY,1
11/26/2021,08:37:00,07,3251 N BALTIMORE ST,COMMON ASSAULT,FIREARM,808,CENTRAL,Govans,-76.438126,39.258651,HOUSE,1
1/10/2022,16:53:00,09,8277 N BALTIMORE ST,HOMICIDE,HANDS,112,SOUTHERN,Westport,-76.518711,39.206243,ALLEY,1
10/22/2021,12:49:00,09,5823 N BALTIMORE ST,ROBBERY,HANDS,294,NORTHERN,Sandtown-Winchester,-76.363593,39.334459,HOUSE,1
7/14/2020,20:42:00,04,2720 N BALTIMORE ST,AUTO THEFT,NONE,338,CENTRAL,Irvington,-76.519598,39.335705,STORE,1
3/12/2020,18:09:00,01,6954 N BALTIMORE ST,ROBBERY,NONE,457,SOUTHERN,Oliver,-76.437179,39.242528,ALLEY,1
10/24/2021,05:09:00,05,2017 N BALTIMORE ST,ROBBERY,HANDS,887,CENTRAL,Sandtown-Winchester,-76.476846,39.212612,HOUSE,1
7/8/2023,13:15:00,08,2625 N BALTIMORE ST,AGG. ASSAULT,KNIFE,737,NORTHERN,Park Heights,-76.383184,39.399224,ALLEY,1
2/11/2022,21:16:00,09,543 N BALTIMORE ST,HOMICIDE,HANDS,199,EASTERN,Harlem Park,-76.54164,39.417155,ALLEY,1
1/9/2019,18:34:00,04,2672 N BALTIMORE ST,ROBBERY,FIREARM,281,WESTERN,Clifton Park,-76.344849,39.228308,ALLEY,1
12/10/2021,16:42:00,02,6202 N BALTIMORE ST,HOMICIDE,KNIFE,545,NORTHEASTERN,Waverly,-76.436968,39.360736,STORE,1
10/4/2019,16:20:00,05,9213 N BALTIMORE ST,HOMICIDE,FIREARM,498,NORTHEASTERN,Westport,-76.507209,39.291678,ALLEY,1
1/26/2019,12:11:00,09,8256 N BALTIMORE ST,SHOOTING,NONE,350,NORTHERN,Homeland,-76.350428,39.356234,STORE,1
7/24/2021,09:49:00,02,9861 N BALTIMORE ST,AGG. ASSAULT,KNIFE,322,EASTERN,Clifton Park,-76.511142,39.254088,ALLEY,1
3/3/2020,06:11:00,01,5107 N BALTIMORE ST,ROBBERY,FIREARM,391,EASTERN,Pen Lucy,-76.551071,39.275881,ALLEY,1
12/16/2021,16:58:00,02,1575 N BALTIMORE ST,SHOOTING,NONE,257,NORTHEASTERN,Waverly,-76.352385,39.321875,HOUSE,1
2/21/2023,05:32:00,04,1916 N BALTIMORE ST,HOMICIDE,FIREARM,158,CENTRAL,Morrell Park,-76.534198,39.329597,STORE,1
12/1/2020,01:00:00,06,3322 N BALTIMORE ST,ASSAULT,HANDS,298,CENTRAL,Sandtown-Winchester,-76.436808,39.256566,STREET,1
6/26/2019,05:17:00,04,8774 N BALTIMORE ST,COMMON ASSAULT,FIREARM,463,SOUTHERN,Sandtown-Winchester,-76.434055,39.248552,STORE,1
3/22/2023,18:49:00,01,1077 N BALTIMORE ST,SHOOTING,NONE,646,NORTHERN,Homeland,-76.390748,39.249204,STORE,1
4/6/2020,17:56:00,04,8318 N BALTIMORE ST,AGG. ASSAULT,KNIFE,319,EASTERN,Charles Village,-76.355633,39.322253,STREET,1
11/18/2019,12:11:00,07,7552 N BALTIMORE ST,ROBBERY,KNIFE,544,SOUTHERN,Middle East,-76.434355,39.48954,STREET,1
3/22/2020,16:50:00,03,3395 N BALTIMORE ST,COMMON ASSAULT,KNIFE,201,NORTHEASTERN,Sandtown-Winchester,-76.398092,39.454745,ALLEY,1
12/20/2022,23:54:00,02,8756 N BALTIMORE ST,SHOOTING,HANDS,825,NORTHWESTERN,Pimlico,-76.318631,39.420885,STREET,1
7/4/2022,20:02:00,07,6165 N BALTIMORE ST,ASSAULT,FIREARM,750,EASTERN,Govans,-76.330344,39.361468,STREET,1
4/25/2021,02:39:00,03,7752 N BALTIMORE ST,SHOOTING,NONE,219,CENTRAL,Mount Washington,-76.461807,39.35095,STREET,1
10/28/2022,17:41:00,04,8964 N BALTIMORE ST,BURGLARY,HANDS,776,WESTERN,Pimlico,-76.450756,39.420327,STREET,1
12/13/2020,12:23:00,07,8846 N BALTIMORE ST,AGG. ASSAULT,KNIFE,726,NORTHERN,Pen Lucy,-76.339037,39.372424,STREET,1
4/10/2022,19:32:00,03,5726 N BALTIMORE ST,AUTO THEFT,KNIFE,716,SOUTHERN,Belair-Edison,-76.518151,39.330547,STREET,1
3/19/2021,19:01:00,08,4492 N BALTIMORE ST,SHOOTING,KNIFE,883,EASTERN,Charles Village,-76.414797,39.326915,HOUSE,1
10/20/2022,12:31:00,01,9314 N BALTIMORE ST,LARCENY,NONE,414,NORTHERN,Upton,-76.3942,39.349409,HOUSE,1
5/13/2023,08:04:00,09,3270 N BALTIMORE ST,HOMICIDE,HANDS,215,WESTERN,Eastwood,-76.476714,39.27276,STORE,1
4/13/2021,23:37:00,09,8836 N BALTIMORE ST,ROBBERY,NONE,399,CENTRAL,Middle East,-76.367078,39.360111,HOUSE,1
10/6/2019,21:40:00,09,6563 N BALTIMORE ST,LARCENY,HANDS,275,SOUTHERN,Westport,-76.56452,39.466289,STREET,1
8/2/2020,12:25:00,05,9158 N BALTIMORE ST,LARCENY,FIREARM,657,EASTERN,Cherry Hill,-76.546258,39.360392,HOUSE,1
4/1/2019,17:56:00,09,9490 N BALTIMORE ST,HOMICIDE,KNIFE,781,WESTERN,Pimlico,-76.358651,39.298964,HOUSE,1
9/8/2023,19:38:00,08,4391 N BALTIMORE ST,ROBBERY,HANDS,525,NORTHERN,Eastwood,-76.304726,39.270969,ALLEY,1
1/2/2021,00:13:00,01,5751 N BALTIMORE ST,AGG. ASSAULT,NONE,204,EASTERN,Hampden,-76.422348,39.460832,HOUSE,1
6/13/2019,09:06:00,09,4377 N BALTIMORE ST,COMMON ASSAULT,NONE,654,NORTHWESTERN,Clifton Park,-76.40051,39.469161,HOUSE,1
1/17/2023,15:58:00,01,2038 N BALTIMORE ST,HOMICIDE,NONE,265,EASTERN,Greenmount West,-76.475666,39.392822,STREET,1
7/12/2020,22:07:00,01,3883 N BALTIMORE ST,BURGLARY,HANDS,410,NORTHEASTERN,Sandtown-Winchester,-76.315092,39.27562,STREET,1
11/11/2021,13:35:00,07,6231 N BALTIMORE ST,ASSAULT,HANDS,139,EASTERN,Govans,-76.486651,39.436219,ALLEY,1
10/20/2021,13:55:00,08,2343 N BALTIMORE ST,AUTO THEFT,NONE,886,SOUTHERN,Druid Heights,-76.546522,39.481682,ALLEY,1
6/8/2019,06:59:00,05,7302 N BALTIMORE ST,LARCENY,HANDS,610,WESTERN,Druid Heights,-76.507809,39.47023,HOUSE,1
6/20/2021,07:38:00,07,5445 N BALTIMORE ST,ASSAULT,FIREARM,337,SOUTHERN,Berea,-76.439687,39.293762,STORE,1
5/11/2020,23:22:00,04,1765 N BALTIMORE ST,ASSAULT,FIREARM,103,NORTHEASTERN,Homeland,-76.377693,39.318316,ALLEY,1
12/25/2019,15:15:00,03,7690 N BALTIMORE ST,SHOOTING,KNIFE,535,NORTHERN,Upton,-76.36828,39.360822,ALLEY,1
6/23/2023,21:20:00,09,5420 N BALTIMORE ST,ASSAULT,KNIFE,698,SOUTHERN,Irvington,-76.399422,39.251093,HOUSE,1
2/13/2021,03:32:00,06,8115 N BALTIMORE ST,AUTO THEFT,FIREARM,559,CENTRAL,Belair-Edison,-76.580032,39.300796,STREET,1
6/10/2019,19:05:00,05,7443 N BALTIMORE ST,SHOOTING,HANDS,375,NORTHERN,Middle East,-76.458515,39.429406,ALLEY,1
5/15/2020,16:46:00,05,1937 N BALTIMORE ST,SHOOTING,FIREARM,464,NORTHERN,Pimlico,-76.425826,39.410698,STORE,1
10/7/2021,01:21:00,04,8100 N BALTIMORE ST,HOMICIDE,FIREARM,327,SOUTHERN,Brooklyn,-76.541429,39.358955,STORE,1
12/7/2019,07:52:00,09,9944 N BALTIMORE ST,ASSAULT,NONE,138,NORTHERN,Upton,-76.446106,39.351808,ALLEY,1
6/26/2019,05:30:00,09,7885 N BALTIMORE ST,COMMON ASSAULT,FIREARM,392,WESTERN,Waverly,-76.351837,39.330438,HOUSE,1
3/4/2021,14:44:00,05,6794 N BALTIMORE ST,AUTO THEFT,KNIFE,435,NORTHEASTERN,Eastwood,-76.381318,39.344789,STREET,1
2/12/2023,13:43:00,08,3180 N BALTIMORE ST,BURGLARY,HANDS,490,WESTERN,Druid Heights,-76.451031,39.420566,STORE,1
10/26/2020,12:37:00,02,5185 N BALTIMORE ST,COMMON ASSAULT,KNIFE,505,EASTERN,Guilford,-76.559034,39.38138,HOUSE,1
5/11/2022,01:39:00,01,705 N BALTIMORE ST,ROBBERY,FIREARM,645,EASTERN,Roland Park,-76.421327,39.302085,ALLEY,1
4/27/2023,21:45:00,06,2782 N BALTIMORE ST,ROBBERY,FIREARM,653,NORTHEASTERN,Morrell Park,-76.421665,39.399071,HOUSE,1
11/10/2020,12:17:00,09,8565 N BALTIMORE ST,BURGLARY,NONE,696,SOUTHERN,Roland Park,-76.488786,39.251209,HOUSE,1
6/21/2022,22:36:00,06,8618 N BALTIMORE ST,ASSAULT,FIREARM,706,NORTHERN,Homeland,-76.584597,39.243038,STORE,1
12/18/2022,19:42:00,02,2355 N BALTIMORE ST,BURGLARY,KNIFE,754,WESTERN,Guilford,-76.417469,39.457964,STREET,1
10/17/2021,09:58:00,05,5485 N BALTIMORE ST,ROBBERY,HANDS,311,NORTHEASTERN,Johnston Square,-76.472364,39.428165,ALLEY,1
2/3/2023,05:46:00,04,586 N BALTIMORE ST,COMMON ASSAULT,HANDS,870,EASTERN,Middle East,-76.469675,39.360913,STREET,1
8/27/2023,17:05:00,05,5614 N BALTIMORE ST,LARCENY,FIREARM,855,NORTHWESTERN,Morrell Park,-76.361522,39.397007,ALLEY,1
8/19/2022,01:23:00,06,2521 N BALTIMORE ST,HOMICIDE,NONE,533,NORTHEASTERN,Homeland,-76.42444,39.266303,HOUSE,1
12/17/2021,17:48:00,01,7713 N BALTIMORE ST,LARCENY,HANDS,299,CENTRAL,Upton,-76.562039,39.318369,STREET,1
10/3/2020,00:15:00,09,2158 N BALTIMORE ST,SHOOTING,HANDS,237,WESTERN,Druid Heights,-76.406105,39.294545,STREET,1
1/19/2022,01:44:00,09,5475 N BALTIMORE ST,HOMICIDE,FIREARM,614,CENTRAL,Curtis Bay,-76.384846,39.212815,HOUSE,1
4/23/2021,14:13:00,07,1241 N BALTIMORE ST,AUTO THEFT,NONE,310,NORTHWESTERN,Harlem Park,-76.486266,39.320617,STORE,1
9/24/2021,19:25:00,04,3524 N BALTIMORE ST,AUTO THEFT,KNIFE,733,NORTHWESTERN,Upton,-76.581894,39.202134,HOUSE,1
2/12/2022,20:18:00,08,4135 N BALTIMORE ST,ROBBERY,HANDS,495,SOUTHERN,Berea,-76.353877,39.271823,STORE,1
6/26/2021,03:06:00,07,4854 N BALTIMORE ST,COMMON ASSAULT,NONE,795,NORTHWESTERN,Morrell Park,-76.415967,39.398007,ALLEY,1
8/1/2020,05:34:00,07,6296 N BALTIMORE ST,AGG. ASSAULT,FIREARM,451,EASTERN,Oliver,-76.325766,39.288496,STREET,1
5/3/2021,22:43:00,07,1354 N BALTIMORE ST,LARCENY,FIREARM,738,NORTHERN,Govans,-76.300247,39.338548,HOUSE,1
9/28/2021,20:58:00,05,6810 N BALTIMORE ST,BURGLARY,FIREARM,482,NORTHWESTERN,Clifton Park,-76.311,39.211242,STREET,1
1/9/2020,04:31:00,07,3516 N BALTIMORE ST,AGG. ASSAULT,KNIFE,621,EASTERN,Belair-Edison,-76.338291,39.278989,HOUSE,1
2/17/2022,18:14:00,06,3563 N BALTIMORE ST,LARCENY,NONE,688,SOUTHERN,Eastwood,-76.360814,39.325517,STORE,1
11/23/2023,00:36:00,03,2936 N BALTIMORE ST,HOMICIDE,HANDS,728,CENTRAL,Pigtown,-76.447256,39.429578,HOUSE,1
12/8/2019,10:34:00,08,2324 N BALTIMORE ST,SHOOTING,FIREARM,564,SOUTHERN,Charles Village,-76.520235,39.258964,STORE,1
2/26/2023,03:48:00,07,4539 N BALTIMORE ST,LARCENY,KNIFE,412,WESTERN,Waverly,-76.315867,39.377194,STREET,1
9/16/2020,14:41:00,06,8488 N BALTIMORE ST,COMMON ASSAULT,KNIFE,319,EASTERN,Middle East,-76.478589,39.428294,STORE,1
2/8/2021,22:00:00,01,1946 N BALTIMORE ST,AUTO THEFT,KNIFE,624,NORTHERN,Sandtown-Winchester,-76.352229,39.462004,STREET,1
7/5/2020,11:16:00,03,747 N BALTIMORE ST,BURGLARY,FIREARM,770,WESTERN,Cherry Hill,-76.345785,39.458707,ALLEY,1
1/24/2023,20:22:00,08,7666 N BALTIMORE ST,ASSAULT,FIREARM,374,NORTHEASTERN,Roland Park,-76.372611,39.219885,STREET,1
12/19/2022,22:17:00,02,9357 N BALTIMORE ST,COMMON ASSAULT,KNIFE,377,CENTRAL,Pen Lucy,-76.488631,39.434235,STREET,1
12/20/2022,09:06:00,03,2462 N BALTIMORE ST,BURGLARY,NONE,128,WESTERN,Harlem Park,-76.423785,39.420614,STORE,1
5/28/2022,18:26:00,04,3103 N BALTIMORE ST,ASSAULT,HANDS,180,CENTRAL,Belair-Edison,-76.302443,39.452595,ALLEY,1
5/27/2019,22:41:00,04,2924 N BALTIMORE ST,AGG. ASSAULT,FIREARM,210,SOUTHERN,Cherry Hill,-76.439929,39.386557,STREET,1
9/14/2022,03:44:00,07,3624 N BALTIMORE ST,LARCENY,NONE,112,SOUTHERN,Brooklyn,-76.555207,39.319807,ALLEY,1
1/20/2019,10:49:00,04,6504 N BALTIMORE ST,AGG. ASSAULT,KNIFE,171,NORTHWESTERN,Harlem Park,-76.428628,39.258978,STREET,1
8/20/2022,10:01:00,01,1669 N BALTIMORE ST,SHOOTING,KNIFE,239,SOUTHERN,Sandtown-Winchester,-76.499938,39.439382,STREET,1
4/20/2022,14:05:00,04,667 N BALTIMORE ST,SHOOTING,KNIFE,264,NORTHERN,Sandtown-Winchester,-76.571943,39.261258,STORE,1
8/3/2023,20:24:00,08,2435 N BALTIMORE ST,ASSAULT,FIREARM,125,NORTHEASTERN,Morrell Park,-76.358721,39.276166,HOUSE,1
8/4/2019,18:10:00,09,1220 N BALTIMORE ST,SHOOTING,FIREARM,565,EASTERN,Guilford,-76.522949,39.273464,STREET,1
5/10/2020,04:11:00,06,2462 N BALTIMORE ST,ROBBERY,NONE,115,NORTHERN,Belair-Edison,-76.556779,39.254325,HOUSE,1
12/22/2020,23:01:00,05,5098 N BALTIMORE ST,SHOOTING,NONE,284,NORTHEASTERN,Charles Village,-76.487252,39.206781,ALLEY,1
6/4/2021,07:59:00,03,7805 N BALTIMORE ST,AGG. ASSAULT,FIREARM,767,CENTRAL,Greenmount West,-76.460314,39.445502,STREET,1
6/27/2021,22:22:00,09,5846 N BALTIMORE ST,ROBBERY,NONE,137,NORTHWESTERN,Eastwood,-76.560576,39.23189,STREET,1
2/6/2023,13:34:00,07,4778 N BALTIMORE ST,HOMICIDE,NONE,361,WESTERN,Park Heights,-76.456309,39.328388,STORE,1
7/2/2022,00:32:00,09,4511 N BALTIMORE ST,BURGLARY,NONE,365,NORTHWESTERN,Belair-Edison,-76.592909,39.42476,STORE,1
2/19/2023,03:36:00,01,8139 N BALTIMORE ST,BURGLARY,KNIFE,187,CENTRAL,Homeland,-76.468845,39.213084,STORE,1
