SRRecordID,SRStatus,Method Received,ServiceRequest,SRType,SRCreatedDate,SRUpdatedDate,SRDueDate,SRClosedDate,Neighborhood,District,CouncilDistrict,PoliceDistrict,PolicePostCode,Latitude,Longitude,Location
SR-102892,Open,Phone,Graffiti,Graffiti Request,8/20/2020,8/20/2020,8/20/2020,8/20/2020,Pen Lucy,WESTERN,13,WESTERN,452,39.291943,-76.406401,"39.291943, -76.406401"
SR-102893,Closed,Phone,Dead Animal,Dead Animal Request,4/28/2022,4/28/2022,4/28/2022,4/28/2022,Sandtown-Winchester,WESTERN,9,WESTERN,588,39.467603,-76.418971,"39.467603, -76.418971"
SR-102894,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,3/23/2023,3/23/2023,3/23/2023,3/23/2023,Harlem Park,NORTHWESTERN,12,NORTHWESTERN,259,39.473125,-76.43601,"39.473125, -76.43601"
SR-102895,In Progress,Phone,Dead Animal,Dead Animal Request,10/15/2021,10/15/2021,10/15/2021,10/15/2021,Oliver,NORTHEASTERN,14,NORTHEASTERN,499,39.283308,-76.327126,"39.283308, -76.327126"
SR-102896,Open,Phone,Vacant Building,Vacant Building Request,7/9/2021,7/9/2021,7/9/2021,7/9/2021,Roland Park,NORTHWESTERN,10,NORTHWESTERN,224,39.370782,-76.344601,"39.370782, -76.344601"
SR-102897,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,1/3/2019,1/3/2019,1/3/2019,1/3/2019,Curtis Bay,NORTHEASTERN,14,NORTHEASTERN,740,39.451236,-76.384216,"39.451236, -76.384216"
SR-102898,In Progress,Phone,Rat Rubout,Rat Rubout Request,10/12/2021,10/12/2021,10/12/2021,10/12/2021,Middle East,NORTHEASTERN,13,NORTHEASTERN,845,39.221679,-76.541377,"39.221679, -76.541377"
SR-102899,In Progress,Phone,Rat Rubout,Rat Rubout Request,7/2/2022,7/2/2022,7/2/2022,7/2/2022,Berea,WESTERN,4,WESTERN,480,39.4937,-76.530341,"39.4937, -76.530341"
SR-102900,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,11/19/2020,11/19/2020,11/19/2020,11/19/2020,Druid Heights,NORTHEASTERN,10,NORTHEASTERN,798,39.251797,-76.383974,"39.251797, -76.383974"
SR-102901,Closed,Phone,Graffiti,Graffiti Request,8/1/2021,8/1/2021,8/1/2021,8/1/2021,Waverly,SOUTHERN,2,SOUTHERN,157,39.340894,-76.436244,"39.340894, -76.436244"
SR-102902,Closed,Phone,Vacant Building,Vacant Building Request,11/7/2019,11/7/2019,11/7/2019,11/7/2019,Homeland,NORTHERN,4,NORTHERN,158,39.340947,-76.345146,"39.340947, -76.345146"
SR-102903,Closed,Phone,Dead Animal,Dead Animal Request,2/9/2021,2/9/2021,2/9/2021,2/9/2021,Middle East,NORTHEASTERN,5,NORTHEASTERN,825,39.331681,-76.468531,"39.331681, -76.468531"
SR-102904,In Progress,Phone,Graffiti,Graffiti Request,6/28/2021,6/28/2021,6/28/2021,6/28/2021,Park Heights,CENTRAL,4,CENTRAL,875,39.499643,-76.467523,"39.499643, -76.467523"
SR-102905,Open,Phone,Vacant Building,Vacant Building Request,2/14/2019,2/14/2019,2/14/2019,2/14/2019,Clifton Park,NORTHWESTERN,6,NORTHWESTERN,559,39.452307,-76.463333,"39.452307, -76.463333"
SR-102906,Closed,Phone,Parking Complaint,Parking Complaint Request,12/19/2021,12/19/2021,12/19/2021,12/19/2021,Middle East,NORTHEASTERN,13,NORTHEASTERN,461,39.317297,-76.308252,"39.317297, -76.308252"
SR-102907,In Progress,Phone,Parking Complaint,Parking Complaint Request,8/5/2019,8/5/2019,8/5/2019,8/5/2019,Park Heights,CENTRAL,4,CENTRAL,544,39.275166,-76.577038,"39.275166, -76.577038"
SR-102908,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,2/10/2022,2/10/2022,2/10/2022,2/10/2022,Harlem Park,NORTHEASTERN,11,NORTHEASTERN,228,39.463982,-76.547935,"39.463982, -76.547935"
SR-102909,Closed,Phone,Dirty Street,Dirty Street Request,6/7/2021,6/7/2021,6/7/2021,6/7/2021,Irvington,NORTHERN,2,NORTHERN,493,39.321635,-76.358246,"39.321635, -76.358246"
SR-102910,In Progress,Phone,Pothole,Pothole Request,2/18/2021,2/18/2021,2/18/2021,2/18/2021,Westport,NORTHERN,1,NORTHERN,128,39.43455,-76.519575,"39.43455, -76.519575"
SR-102911,Closed,Phone,Dirty Street,Dirty Street Request,9/24/2020,9/24/2020,9/24/2020,9/24/2020,Middle East,SOUTHERN,13,SOUTHERN,577,39.281963,-76.552149,"39.281963, -76.552149"
SR-102912,In Progress,Phone,Dirty Street,Dirty Street Request,12/4/2022,12/4/2022,12/4/2022,12/4/2022,Charles Village,WESTERN,10,WESTERN,574,39.37736,-76.341844,"39.37736, -76.341844"
SR-102913,In Progress,Phone,Dirty Street,Dirty Street Request,7/11/2023,7/11/2023,7/11/2023,7/11/2023,Morrell Park,WESTERN,2,WESTERN,669,39.408628,-76.532152,"39.408628, -76.532152"
SR-102914,Open,Phone,Rat Rubout,Rat Rubout Request,11/17/2019,11/17/2019,11/17/2019,11/17/2019,Roland Park,EASTERN,5,EASTERN,810,39.42233,-76.499952,"39.42233, -76.499952"
SR-102915,Open,Phone,Graffiti,Graffiti Request,7/28/2019,7/28/2019,7/28/2019,7/28/2019,Morrell Park,CENTRAL,8,CENTRAL,150,39.327082,-76.503835,"39.327082, -76.503835"
SR-102916,Open,Phone,Rat Rubout,Rat Rubout Request,7/14/2023,7/14/2023,7/14/2023,7/14/2023,Eastwood,WESTERN,7,WESTERN,663,39.360489,-76.564526,"39.360489, -76.564526"
SR-102917,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,9/27/2020,9/27/2020,9/27/2020,9/27/2020,Cherry Hill,NORTHEASTERN,10,NORTHEASTERN,406,39.396423,-76.490227,"39.396423, -76.490227"
SR-102918,In Progress,Phone,Graffiti,Graffiti Request,6/10/2019,6/10/2019,6/10/2019,6/10/2019,Waverly,NORTHEASTERN,7,NORTHEASTERN,626,39.399943,-76.317948,"39.399943, -76.317948"
SR-102919,Closed,Phone,Rat Rubout,Rat Rubout Request,6/3/2023,6/3/2023,6/3/2023,6/3/2023,Waverly,WESTERN,7,WESTERN,794,39.365933,-76.572661,"39.365933, -76.572661"
SR-102920,Closed,Phone,Vacant Building,Vacant Building Request,9/16/2022,9/16/2022,9/16/2022,9/16/2022,Waverly,NORTHERN,13,NORTHERN,428,39.353397,-76.583314,"39.353397, -76.583314"
SR-102921,Open,Phone,Street Light Out,Street Light Out Request,10/13/2021,10/13/2021,10/13/2021,10/13/2021,Druid Heights,CENTRAL,12,CENTRAL,489,39.312352,-76.402344,"39.312352, -76.402344"
SR-102922,Closed,Phone,Graffiti,Graffiti Request,1/5/2021,1/5/2021,1/5/2021,1/5/2021,Morrell Park,SOUTHERN,13,SOUTHERN,849,39.496321,-76.307927,"39.496321, -76.307927"
SR-102923,In Progress,Phone,Parking Complaint,Parking Complaint Request,9/7/2022,9/7/2022,9/7/2022,9/7/2022,Westport,NORTHWESTERN,2,NORTHWESTERN,325,39.376343,-76.496773,"39.376343, -76.496773"
SR-102924,Closed,Phone,Pothole,Pothole Request,6/15/2023,6/15/2023,6/15/2023,6/15/2023,Homeland,CENTRAL,5,CENTRAL,455,39.231897,-76.435896,"39.231897, -76.435896"
SR-102925,Open,Phone,Pothole,Pothole Request,3/24/2020,3/24/2020,3/24/2020,3/24/2020,Upton,CENTRAL,8,CENTRAL,648,39.252244,-76.444248,"39.252244, -76.444248"
SR-102926,In Progress,Phone,Graffiti,Graffiti Request,1/7/2020,1/7/2020,1/7/2020,1/7/2020,Irvington,CENTRAL,7,CENTRAL,152,39.470661,-76.380857,"39.470661, -76.380857"
SR-102927,In Progress,Phone,Abandoned Vehicle,Abandoned Vehicle Request,7/28/2023,7/28/2023,7/28/2023,7/28/2023,Pigtown,NORTHEASTERN,10,NORTHEASTERN,264,39.421245,-76.473251,"39.421245, -76.473251"
SR-102928,Closed,Phone,Street Light Out,Street Light Out Request,12/12/2023,12/12/2023,12/12/2023,12/12/2023,Belair-Edison,SOUTHERN,1,SOUTHERN,841,39.32775,-76.564367,"39.32775, -76.564367"
SR-102929,In Progress,Phone,Street Light Out,Street Light Out Request,4/6/2021,4/6/2021,4/6/2021,4/6/2021,Morrell Park,WESTERN,13,WESTERN,141,39.238825,-76.35942,"39.238825, -76.35942"
SR-102930,In Progress,Phone,Pothole,Pothole Request,6/9/2022,6/9/2022,6/9/2022,6/9/2022,Greenmount West,EASTERN,4,EASTERN,116,39.309145,-76.426789,"39.309145, -76.426789"
SR-102931,Open,Phone,Vacant Building,Vacant Building Request,11/8/2021,11/8/2021,11/8/2021,11/8/2021,Curtis Bay,EASTERN,12,EASTERN,162,39.312347,-76.363487,"39.312347, -76.363487"
SR-102932,In Progress,Phone,Parking Complaint,Parking Complaint Request,4/1/2023,4/1/2023,4/1/2023,4/1/2023,Middle East,NORTHERN,5,NORTHERN,628,39.368217,-76.558376,"39.368217, -76.558376"
SR-102933,In Progress,Phone,Parking Complaint,Parking Complaint Request,1/9/2022,1/9/2022,1/9/2022,1/9/2022,Druid Heights,NORTHERN,3,NORTHERN,556,39.346434,-76.42485,"39.346434, -76.42485"
SR-102934,Open,Phone,Dead Animal,Dead Animal Request,10/3/2019,10/3/2019,10/3/2019,10/3/2019,Guilford,WESTERN,13,WESTERN,129,39.335594,-76.415264,"39.335594, -76.415264"
SR-102935,Closed,Phone,Rat Rubout,Rat Rubout Request,3/1/2022,3/1/2022,3/1/2022,3/1/2022,Harlem Park,SOUTHERN,3,SOUTHERN,318,39.481168,-76.432995,"39.481168, -76.432995"
SR-102936,In Progress,Phone,Street Light Out,Street Light Out Request,8/1/2023,8/1/2023,8/1/2023,8/1/2023,Morrell Park,EASTERN,6,EASTERN,783,39.342827,-76.34151,"39.342827, -76.34151"
SR-102937,Open,Phone,Vacant Building,Vacant Building Request,11/6/2021,11/6/2021,11/6/2021,11/6/2021,Cherry Hill,CENTRAL,3,CENTRAL,735,39.274615,-76.586671,"39.274615, -76.586671"
SR-102938,Closed,Phone,Parking Complaint,Parking Complaint Request,2/1/2020,2/1/2020,2/1/2020,2/1/2020,Morrell Park,NORTHWESTERN,14,NORTHWESTERN,136,39.341525,-76.343982,"39.341525, -76.343982"
SR-102939,In Progress,Phone,Vacant Building,Vacant Building Request,12/11/2020,12/11/2020,12/11/2020,12/11/2020,Harlem Park,WESTERN,10,WESTERN,627,39.244103,-76.592813,"39.244103, -76.592813"
SR-102940,Closed,Phone,Dead Animal,Dead Animal Request,2/18/2023,2/18/2023,2/18/2023,2/18/2023,Brooklyn,NORTHEASTERN,8,NORTHEASTERN,207,39.432914,-76.543578,"39.432914, -76.543578"
SR-102941,Closed,Phone,Pothole,Pothole Request,9/21/2023,9/21/2023,9/21/2023,9/21/2023,Westport,NORTHERN,5,NORTHERN,453,39.47973,-76.375981,"39.47973, -76.375981"
SR-102942,In Progress,Phone,Illegal Dumping,Illegal Dumping Request,3/16/2023,3/16/2023,3/16/2023,3/16/2023,Sandtown-Winchester,NORTHERN,13,NORTHERN,826,39.405664,-76.420283,"39.405664, -76.420283"
SR-102943,In Progress,Phone,Street Light Out,Street Light Out Request,9/4/2021,9/4/2021,9/4/2021,9/4/2021,Govans,WESTERN,12,WESTERN,406,39.284043,-76.43451,"39.284043, -76.43451"
SR-102944,Closed,Phone,Abandoned Vehicle,Abandoned Vehicle Request,5/18/2022,5/18/2022,5/18/2022,5/18/2022,Greenmount West,CENTRAL,7,CENTRAL,360,39.256987,-76.36273,"39.256987, -76.36273"
SR-102945,Open,Phone,Vacant Building,Vacant Building Request,1/10/2021,1/10/2021,1/10/2021,1/10/2021,Cherry Hill,NORTHERN,12,NORTHERN,855,39.487944,-76.571923,"39.487944, -76.571923"
SR-102946,Open,Phone,Illegal Dumping,Illegal Dumping Request,5/5/2022,5/5/2022,5/5/2022,5/5/2022,Pen Lucy,NORTHERN,13,NORTHERN,405,39.444486,-76.436732,"39.444486, -76.436732"
SR-102947,Closed,Phone,Abandoned Vehicle,Abandoned Vehicle Request,7/26/2022,7/26/2022,7/26/2022,7/26/2022,Hampden,NORTHEASTERN,2,NORTHEASTERN,543,39.280967,-76.592351,"39.280967, -76.592351"
SR-102948,In Progress,Phone,Vacant Building,Vacant Building Request,3/26/2019,3/26/2019,3/26/2019,3/26/2019,Eastwood,NORTHEASTERN,14,NORTHEASTERN,667,39.411157,-76.302577,"39.411157, -76.302577"
SR-102949,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,1/15/2022,1/15/2022,1/15/2022,1/15/2022,Druid Heights,NORTHEASTERN,14,NORTHEASTERN,509,39.422045,-76.593107,"39.422045, -76.593107"
SR-102950,Closed,Phone,Graffiti,Graffiti Request,7/24/2020,7/24/2020,7/24/2020,7/24/2020,Irvington,CENTRAL,3,CENTRAL,848,39.312995,-76.518626,"39.312995, -76.518626"
SR-102951,Closed,Phone,Vacant Building,Vacant Building Request,7/7/2019,7/7/2019,7/7/2019,7/7/2019,Sandtown-Winchester,NORTHWESTERN,10,NORTHWESTERN,233,39.220329,-76.589568,"39.220329, -76.589568"
SR-102952,Open,Phone,Vacant Building,Vacant Building Request,3/19/2020,3/19/2020,3/19/2020,3/19/2020,Pigtown,SOUTHERN,7,SOUTHERN,643,39.201268,-76.496789,"39.201268, -76.496789"
SR-102953,Open,Phone,Graffiti,Graffiti Request,3/19/2021,3/19/2021,3/19/2021,3/19/2021,Pen Lucy,EASTERN,13,EASTERN,383,39.412395,-76.452532,"39.412395, -76.452532"
SR-102954,Open,Phone,Dead Animal,Dead Animal Request,3/26/2022,3/26/2022,3/26/2022,3/26/2022,Waverly,NORTHERN,10,NORTHERN,602,39.220487,-76.341565,"39.220487, -76.341565"
SR-102955,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,5/9/2019,5/9/2019,5/9/2019,5/9/2019,Harlem Park,EASTERN,5,EASTERN,849,39.2052,-76.467126,"39.2052, -76.467126"
SR-102956,Closed,Phone,Parking Complaint,Parking Complaint Request,10/20/2019,10/20/2019,10/20/2019,10/20/2019,Pimlico,EASTERN,12,EASTERN,251,39.403925,-76.540011,"39.403925, -76.540011"
SR-102957,Closed,Phone,Graffiti,Graffiti Request,5/5/2019,5/5/2019,5/5/2019,5/5/2019,Mount Washington,CENTRAL,9,CENTRAL,891,39.28353,-76.460934,"39.28353, -76.460934"
SR-102958,Open,Phone,Vacant Building,Vacant Building Request,7/22/2020,7/22/2020,7/22/2020,7/22/2020,Upton,NORTHERN,1,NORTHERN,606,39.37926,-76.352234,"39.37926, -76.352234"
SR-102959,In Progress,Phone,Vacant Building,Vacant Building Request,4/28/2023,4/28/2023,4/28/2023,4/28/2023,Harlem Park,NORTHWESTERN,12,NORTHWESTERN,325,39.251884,-76.565641,"39.251884, -76.565641"
SR-102960,Closed,Phone,Parking Complaint,Parking Complaint Request,5/16/2020,5/16/2020,5/16/2020,5/16/2020,Guilford,SOUTHERN,11,SOUTHERN,682,39.400232,-76.510804,"39.400232, -76.510804"
SR-102961,Open,Phone,Graffiti,Graffiti Request,6/23/2020,6/23/2020,6/23/2020,6/23/2020,Belair-Edison,NORTHWESTERN,1,NORTHWESTERN,128,39.326349,-76.334926,"39.326349, -76.334926"
SR-102962,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,12/19/2023,12/19/2023,12/19/2023,12/19/2023,Pigtown,NORTHERN,11,NORTHERN,387,39.279082,-76.520172,"39.279082, -76.520172"
SR-102963,Open,Phone,Parking Complaint,Parking Complaint Request,7/10/2021,7/10/2021,7/10/2021,7/10/2021,Waverly,NORTHERN,14,NORTHERN,612,39.265462,-76.455673,"39.265462, -76.455673"
SR-102964,Closed,Phone,Parking Complaint,Parking Complaint Request,3/24/2019,3/24/2019,3/24/2019,3/24/2019,Harlem Park,NORTHERN,8,NORTHERN,465,39.262205,-76.49384,"39.262205, -76.49384"
SR-102965,In Progress,Phone,Vacant Building,Vacant Building Request,12/16/2023,12/16/2023,12/16/2023,12/16/2023,Clifton Park,WESTERN,7,WESTERN,571,39.379285,-76.505366,"39.379285, -76.505366"
SR-102966,Open,Phone,Street Light Out,Street Light Out Request,7/22/2021,7/22/2021,7/22/2021,7/22/2021,Pimlico,EASTERN,13,EASTERN,361,39.313139,-76.319348,"39.313139, -76.319348"
SR-102967,In Progress,Phone,Rat Rubout,Rat Rubout Request,4/10/2019,4/10/2019,4/10/2019,4/10/2019,Morrell Park,CENTRAL,13,CENTRAL,843,39.230957,-76.324933,"39.230957, -76.324933"
SR-102968,Closed,Phone,Abandoned Vehicle,Abandoned Vehicle Request,3/10/2020,3/10/2020,3/10/2020,3/10/2020,Pigtown,NORTHEASTERN,5,NORTHEASTERN,860,39.233182,-76.30189,"39.233182, -76.30189"
SR-102969,In Progress,Phone,Vacant Building,Vacant Building Request,11/10/2020,11/10/2020,11/10/2020,11/10/2020,Pimlico,NORTHWESTERN,5,NORTHWESTERN,508,39.407355,-76.560038,"39.407355, -76.560038"
SR-102970,In Progress,Phone,Dead Animal,Dead Animal Request,5/19/2019,5/19/2019,5/19/2019,5/19/2019,Druid Heights,NORTHEASTERN,14,NORTHEASTERN,154,39.294617,-76.413731,"39.294617, -76.413731"
SR-102971,In Progress,Phone,Rat Rubout,Rat Rubout Request,2/25/2023,2/25/2023,2/25/2023,2/25/2023,Park Heights,NORTHERN,13,NORTHERN,399,39.257571,-76.490283,"39.257571, -76.490283"
SR-102972,In Progress,Phone,Graffiti,Graffiti Request,6/20/2019,6/20/2019,6/20/2019,6/20/2019,Govans,WESTERN,7,WESTERN,461,39.361079,-76.53193,"39.361079, -76.53193"
SR-102973,Closed,Phone,Pothole,Pothole Request,10/25/2022,10/25/2022,10/25/2022,10/25/2022,Brooklyn,WESTERN,4,WESTERN,883,39.296242,-76.302851,"39.296242, -76.302851"
SR-102974,Open,Phone,Illegal Dumping,Illegal Dumping Request,9/2/2019,9/2/2019,9/2/2019,9/2/2019,Pigtown,NORTHEASTERN,6,NORTHEASTERN,160,39.210765,-76.329465,"39.210765, -76.329465"
SR-102975,Closed,Phone,Dead Animal,Dead Animal Request,5/12/2021,5/12/2021,5/12/2021,5/12/2021,Eastwood,NORTHWESTERN,1,NORTHWESTERN,228,39.473226,-76.306865,"39.473226, -76.306865"
SR-102976,In Progress,Phone,Abandoned Vehicle,Abandoned Vehicle Request,5/6/2023,5/6/2023,5/6/2023,5/6/2023,Guilford,CENTRAL,11,CENTRAL,674,39.406528,-76.586924,"39.406528, -76.586924"
SR-102977,Closed,Phone,Abandoned Vehicle,Abandoned Vehicle Request,1/7/2021,1/7/2021,1/7/2021,1/7/2021,Park Heights,WESTERN,2,WESTERN,468,39.437625,-76.390562,"39.437625, -76.390562"
SR-102978,In Progress,Phone,Illegal Dumping,Illegal Dumping Request,10/20/2021,10/20/2021,10/20/2021,10/20/2021,Park Heights,WESTERN,5,WESTERN,171,39.371154,-76.548143,"39.371154, -76.548143"
SR-102979,Open,Phone,Illegal Dumping,Illegal Dumping Request,2/14/2022,2/14/2022,2/14/2022,2/14/2022,Irvington,CENTRAL,7,CENTRAL,147,39.296796,-76.359509,"39.296796, -76.359509"
SR-102980,Open,Phone,Pothole,Pothole Request,2/21/2019,2/21/2019,2/21/2019,2/21/2019,Druid Heights,WESTERN,11,WESTERN,354,39.261388,-76.435619,"39.261388, -76.435619"
SR-102981,Closed,Phone,Parking Complaint,Parking Complaint Request,4/18/2021,4/18/2021,4/18/2021,4/18/2021,Belair-Edison,CENTRAL,14,CENTRAL,812,39.22124,-76.513917,"39.22124, -76.513917"
SR-102982,Closed,Phone,Graffiti,Graffiti Request,8/19/2019,8/19/2019,8/19/2019,8/19/2019,Pen Lucy,WESTERN,5,WESTERN,658,39.396298,-76.498621,"39.396298, -76.498621"
SR-102983,Open,Phone,Parking Complaint,Parking Complaint Request,2/28/2019,2/28/2019,2/28/2019,2/28/2019,Druid Heights,NORTHERN,7,NORTHERN,218,39.365911,-76.314898,"39.365911, -76.314898"
SR-102984,Closed,Phone,Graffiti,Graffiti Request,8/1/2020,8/1/2020,8/1/2020,8/1/2020,Druid Heights,EASTERN,13,EASTERN,363,39.312467,-76.436482,"39.312467, -76.436482"
SR-102985,In Progress,Phone,Dirty Street,Dirty Street Request,6/11/2020,6/11/2020,6/11/2020,6/11/2020,Pimlico,NORTHEASTERN,4,NORTHEASTERN,190,39.379654,-76.321919,"39.379654, -76.321919"
SR-102986,Closed,Phone,Graffiti,Graffiti Request,3/4/2019,3/4/2019,3/4/2019,3/4/2019,Brooklyn,CENTRAL,3,CENTRAL,417,39.491077,-76.330736,"39.491077, -76.330736"
SR-102987,Open,Phone,Abandoned Vehicle,Abandoned Vehicle Request,7/23/2022,7/23/2022,7/23/2022,7/23/2022,Brooklyn,SOUTHERN,4,SOUTHERN,811,39.448449,-76.566622,"39.448449, -76.566622"
SR-102988,Closed,Phone,Dirty Street,Dirty Street Request,2/11/2020,2/11/2020,2/11/2020,2/11/2020,Waverly,EASTERN,1,EASTERN,881,39.282795,-76.341984,"39.282795, -76.341984"
SR-102989,In Progress,Phone,Graffiti,Graffiti Request,5/14/2019,5/14/2019,5/14/2019,5/14/2019,Govans,NORTHEASTERN,12,NORTHEASTERN,666,39.408665,-76.597194,"39.408665, -76.597194"
SR-102990,Open,Phone,Illegal Dumping,Illegal Dumping Request,5/9/2023,5/9/2023,5/9/2023,5/9/2023,Pigtown,WESTERN,1,WESTERN,128,39.265959,-76.539973,"39.265959, -76.539973"
SR-102991,In Progress,Phone,Dead Animal,Dead Animal Request,2/7/2023,2/7/2023,2/7/2023,2/7/2023,Oliver,SOUTHERN,12,SOUTHERN,350,39.310841,-76.536666,"39.310841, -76.536666"
SR-102992,Open,Phone,Illegal Dumping,Illegal Dumping Request,2/28/2021,2/28/2021,2/28/2021,2/28/2021,Greenmount West,WESTERN,1,WESTERN,559,39.233317,-76.591182,"39.233317, -76.591182"
SR-102993,Closed,Phone,Illegal Dumping,Illegal Dumping Request,6/18/2022,6/18/2022,6/18/2022,6/18/2022,Eastwood,SOUTHERN,12,SOUTHERN,344,39.48758,-76.521727,"39.48758, -76.521727"
SR-102994,Open,Phone,Graffiti,Graffiti Request,12/28/2023,12/28/2023,12/28/2023,12/28/2023,Middle East,EASTERN,11,EASTERN,448,39.242268,-76.332453,"39.242268, -76.332453"
SR-102995,Open,Phone,Pothole,Pothole Request,10/1/2022,10/1/2022,10/1/2022,10/1/2022,Charles Village,WESTERN,12,WESTERN,855,39.343788,-76.538281,"39.343788, -76.538281"
SR-102996,Open,Phone,Rat Rubout,Rat Rubout Request,3/19/2022,3/19/2022,3/19/2022,3/19/2022,Irvington,NORTHEASTERN,4,NORTHEASTERN,496,39.294128,-76.306515,"39.294128, -76.306515"
SR-102997,Closed,Phone,Dirty Street,Dirty Street Request,4/4/2022,4/4/2022,4/4/2022,4/4/2022,Greenmount West,EASTERN,12,EASTERN,631,39.42212,-76.375415,"39.42212, -76.375415"
SR-102998,Open,Phone,Illegal Dumping,Illegal Dumping Request,9/19/2020,9/19/2020,9/19/2020,9/19/2020,Govans,NORTHWESTERN,11,NORTHWESTERN,181,39.292323,-76.593068,"39.292323, -76.593068"
SR-102999,In Progress,Phone,Illegal Dumping,Illegal Dumping Request,4/28/2021,4/28/2021,4/28/2021,4/28/2021,Cherry Hill,NORTHEASTERN,4,NORTHEASTERN,732,39.382369,-76.36043,"39.382369, -76.36043"
SR-103000,Closed,Phone,Rat Rubout,Rat Rubout Request,3/15/2021,3/15/2021,3/15/2021,3/15/2021,Curtis Bay,WESTERN,13,WESTERN,645,39.447992,-76.36833,"39.447992, -76.36833"
SR-103001,Open,Phone,Dirty Street,Dirty Street Request,6/14/2019,6/14/2019,6/14/2019,6/14/2019,Roland Park,WESTERN,5,WESTERN,155,39.427873,-76.485419,"39.427873, -76.485419"
SR-103002,Open,Phone,Street Light Out,Street Light Out Request,5/10/2022,5/10/2022,5/10/2022,5/10/2022,Cherry Hill,WESTERN,9,WESTERN,180,39.47431,-76.48462,"39.47431, -76.48462"
SR-103003,Closed,Phone,Dirty Street,Dirty Street Request,8/17/2021,8/17/2021,8/17/2021,8/17/2021,Brooklyn,NORTHWESTERN,5,NORTHWESTERN,863,39.453996,-76.361816,"39.453996, -76.361816"
SR-103004,Closed,Phone,Parking Complaint,Parking Complaint Request,6/25/2020,6/25/2020,6/25/2020,6/25/2020,Westport,NORTHWESTERN,13,NORTHWESTERN,706,39.36389,-76.506318,"39.36389, -76.506318"
SR-103005,In Progress,Phone,Parking Complaint,Parking Complaint Request,11/27/2020,11/27/2020,11/27/2020,11/27/2020,Curtis Bay,WESTERN,14,WESTERN,532,39.207953,-76.390035,"39.207953, -76.390035"
SR-103006,Closed,Phone,Dirty Street,Dirty Street Request,4/20/2020,4/20/2020,4/20/2020,4/20/2020,Brooklyn,WESTERN,12,WESTERN,862,39.241195,-76.511299,"39.241195, -76.511299"
SR-103007,Open,Phone,Illegal Dumping,Illegal Dumping Request,5/12/2022,5/12/2022,5/12/2022,5/12/2022,Middle East,CENTRAL,13,CENTRAL,115,39.325889,-76.396038,"39.325889, -76.396038"
SR-103008,In Progress,Phone,Parking Complaint,Parking Complaint Request,11/21/2019,11/21/2019,11/21/2019,11/21/2019,Mount Washington,NORTHWESTERN,6,NORTHWESTERN,696,39.351317,-76.352359,"39.351317, -76.352359"
SR-103009,In Progress,Phone,Graffiti,Graffiti Request,10/10/2023,10/10/2023,10/10/2023,10/10/2023,Cherry Hill,EASTERN,11,EASTERN,522,39.44592,-76.547025,"39.44592, -76.547025"
SR-103010,Closed,Phone,Street Light Out,Street Light Out Request,9/27/2021,9/27/2021,9/27/2021,9/27/2021,Westport,SOUTHERN,12,SOUTHERN,455,39.348641,-76.430211,"39.348641, -76.430211"
SR-103011,In Progress,Phone,Vacant Building,Vacant Building Request,10/24/2019,10/24/2019,10/24/2019,10/24/2019,Irvington,NORTHEASTERN,7,NORTHEASTERN,404,39.233196,-76.382927,"39.233196, -76.382927"
SR-103012,In Progress,Phone,Graffiti,Graffiti Request,8/6/2022,8/6/2022,8/6/2022,8/6/2022,Westport,CENTRAL,5,CENTRAL,417,39.235809,-76.449258,"39.235809, -76.449258"
SR-103013,In Progress,Phone,Pothole,Pothole Request,5/15/2019,5/15/2019,5/15/2019,5/15/2019,Harlem Park,CENTRAL,2,CENTRAL,800,39.366977,-76.309622,"39.366977, -76.309622"
SR-103014,In Progress,Phone,Abandoned Vehicle,Abandoned Vehicle Request,2/16/2022,2/16/2022,2/16/2022,2/16/2022,Morrell Park,NORTHERN,3,NORTHERN,799,39.305864,-76.343224,"39.305864, -76.343224"
SR-103015,In Progress,Phone,Abandoned Vehicle,Abandoned Vehicle Request,12/9/2021,12/9/2021,12/9/2021,12/9/2021,Eastwood,WESTERN,11,WESTERN,619,39.485833,-76.308135,"39.485833, -76.308135"
SR-103016,In Progress,Phone,Graffiti,Graffiti Request,6/11/2021,6/11/2021,6/11/2021,6/11/2021,Mount Washington,NORTHEASTERN,14,NORTHEASTERN,722,39.492908,-76.322119,"39.492908, -76.322119"
SR-103017,In Progress,Phone,Street Light Out,Street Light Out Request,3/4/2019,3/4/2019,3/4/2019,3/4/2019,Morrell Park,SOUTHERN,11,SOUTHERN,415,39.470791,-76.374465,"39.470791, -76.374465"
SR-103018,In Progress,Phone,Dead Animal,Dead Animal Request,7/25/2021,7/25/2021,7/25/2021,7/25/2021,Waverly,EASTERN,9,EASTERN,322,39.317461,-76.562759,"39.317461, -76.562759"
